Begin Time (s)	End Time (s)	Begin File	Begin Path	File Offset (s)	Selection	View	Channel	Low Freq (Hz)	High Freq (Hz)	sound.id	marker	old.selec
23.3600640917525	24.3600640917525	4CH002I_1meter_21Oct.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degrad_playback_oct21/4CH002I_1meter_21Oct.wav	23.3600640917525	1	Spectrogram 1	1	1172.32545392787	2648.15842700099	start_marker	end_marker	1
25.1600640917525	26.1600640917525	4CH002I_1meter_21Oct.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degrad_playback_oct21/4CH002I_1meter_21Oct.wav	25.1600640917525	2	Spectrogram 1	1	150	1206.90977515244	f0:200_comp:5_n	end_marker	2
26.9600640917525	27.9600640917525	4CH002I_1meter_21Oct.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degrad_playback_oct21/4CH002I_1meter_21Oct.wav	26.9600640917525	3	Spectrogram 1	1	150	1206.90977515244	f0:200_comp:5_p	end_marker	3
28.7600640917525	29.7600640917525	4CH002I_1meter_21Oct.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degrad_playback_oct21/4CH002I_1meter_21Oct.wav	28.7600640917525	4	Spectrogram 1	1	150	1385.47780106707	f0:200_comp:6_n	end_marker	4
30.5600640917525	31.5600640917525	4CH002I_1meter_21Oct.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degrad_playback_oct21/4CH002I_1meter_21Oct.wav	30.5600640917525	5	Spectrogram 1	1	150	1385.47780106707	f0:200_comp:6_p	end_marker	5
32.3600640917525	33.3600640917525	4CH002I_1meter_21Oct.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degrad_playback_oct21/4CH002I_1meter_21Oct.wav	32.3600640917525	6	Spectrogram 1	1	150	1564.04582698171	f0:200_comp:7_n	end_marker	6
34.1600640917525	35.1600640917525	4CH002I_1meter_21Oct.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degrad_playback_oct21/4CH002I_1meter_21Oct.wav	34.1600640917525	7	Spectrogram 1	1	150	1564.04582698171	f0:200_comp:7_p	end_marker	7
35.9600640917525	36.9600640917525	4CH002I_1meter_21Oct.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degrad_playback_oct21/4CH002I_1meter_21Oct.wav	35.9600640917525	8	Spectrogram 1	1	150	1831.89786585366	f0:200_comp:8_n	end_marker	8
37.7600640917525	38.7600640917525	4CH002I_1meter_21Oct.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degrad_playback_oct21/4CH002I_1meter_21Oct.wav	37.7600640917525	9	Spectrogram 1	1	150	1831.89786585366	f0:200_comp:8_p	end_marker	9
39.5600640917525	40.5600640917525	4CH002I_1meter_21Oct.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degrad_playback_oct21/4CH002I_1meter_21Oct.wav	39.5600640917525	10	Spectrogram 1	1	150	2010.46589176829	f0:200_comp:9_n	end_marker	10
41.3600640917525	42.3600640917525	4CH002I_1meter_21Oct.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degrad_playback_oct21/4CH002I_1meter_21Oct.wav	41.3600640917525	11	Spectrogram 1	1	150	2010.46589176829	f0:200_comp:9_p	end_marker	11
43.1600640917525	44.1600640917525	4CH002I_1meter_21Oct.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degrad_playback_oct21/4CH002I_1meter_21Oct.wav	43.1600640917525	12	Spectrogram 1	1	150	2189.03391768293	f0:200_comp:10_n	end_marker	12
44.9600640917525	45.9600640917525	4CH002I_1meter_21Oct.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degrad_playback_oct21/4CH002I_1meter_21Oct.wav	44.9600640917525	13	Spectrogram 1	1	150	2189.03391768293	f0:200_comp:10_p	end_marker	13
46.7600640917525	47.7600640917525	4CH002I_1meter_21Oct.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degrad_playback_oct21/4CH002I_1meter_21Oct.wav	46.7600640917525	14	Spectrogram 1	1	150	2456.88595655488	f0:200_comp:11_n	end_marker	14
48.5600640917525	49.5600640917525	4CH002I_1meter_21Oct.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degrad_playback_oct21/4CH002I_1meter_21Oct.wav	48.5600640917525	15	Spectrogram 1	1	150	2456.88595655488	f0:200_comp:11_p	end_marker	15
50.3600640917525	51.3600640917525	4CH002I_1meter_21Oct.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degrad_playback_oct21/4CH002I_1meter_21Oct.wav	50.3600640917525	16	Spectrogram 1	1	150	2635.45398246951	f0:200_comp:12_n	end_marker	16
52.1600640917525	53.1600640917525	4CH002I_1meter_21Oct.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degrad_playback_oct21/4CH002I_1meter_21Oct.wav	52.1600640917525	17	Spectrogram 1	1	150	2635.45398246951	f0:200_comp:12_p	end_marker	17
53.9600640917525	54.9600640917525	4CH002I_1meter_21Oct.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degrad_playback_oct21/4CH002I_1meter_21Oct.wav	53.9600640917525	18	Spectrogram 1	1	150	2814.02200838415	f0:200_comp:13_n	end_marker	18
55.7600640917525	56.7600640917525	4CH002I_1meter_21Oct.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degrad_playback_oct21/4CH002I_1meter_21Oct.wav	55.7600640917525	19	Spectrogram 1	1	150	2814.02200838415	f0:200_comp:13_p	end_marker	19
57.5600640917525	58.5600640917525	4CH002I_1meter_21Oct.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degrad_playback_oct21/4CH002I_1meter_21Oct.wav	57.5600640917525	20	Spectrogram 1	1	150	3081.8740472561	f0:200_comp:14_n	end_marker	20
59.3600640917525	60.3600640917525	4CH002I_1meter_21Oct.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degrad_playback_oct21/4CH002I_1meter_21Oct.wav	59.3600640917525	21	Spectrogram 1	1	150	3081.8740472561	f0:200_comp:14_p	end_marker	21
61.1600640917525	62.1600640917525	4CH002I_1meter_21Oct.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degrad_playback_oct21/4CH002I_1meter_21Oct.wav	61.1600640917525	22	Spectrogram 1	1	150	3260.44207317073	f0:200_comp:15_n	end_marker	22
62.9600640917525	63.9600640917525	4CH002I_1meter_21Oct.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degrad_playback_oct21/4CH002I_1meter_21Oct.wav	62.9600640917525	23	Spectrogram 1	1	150	3260.44207317073	f0:200_comp:15_p	end_marker	23
64.7600640917525	65.7600640917525	4CH002I_1meter_21Oct.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degrad_playback_oct21/4CH002I_1meter_21Oct.wav	64.7600640917525	24	Spectrogram 1	1	150	3439.01009908537	f0:200_comp:16_n	end_marker	24
66.5600640917525	67.5600640917525	4CH002I_1meter_21Oct.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degrad_playback_oct21/4CH002I_1meter_21Oct.wav	66.5600640917525	25	Spectrogram 1	1	150	3439.01009908537	f0:200_comp:16_p	end_marker	25
68.3600640917525	69.3600640917525	4CH002I_1meter_21Oct.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degrad_playback_oct21/4CH002I_1meter_21Oct.wav	68.3600640917525	26	Spectrogram 1	1	150	3706.86213795732	f0:200_comp:17_n	end_marker	26
70.1600640917525	71.1600640917525	4CH002I_1meter_21Oct.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degrad_playback_oct21/4CH002I_1meter_21Oct.wav	70.1600640917525	27	Spectrogram 1	1	150	3706.86213795732	f0:200_comp:17_p	end_marker	27
71.9600640917525	72.9600640917525	4CH002I_1meter_21Oct.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degrad_playback_oct21/4CH002I_1meter_21Oct.wav	71.9600640917525	28	Spectrogram 1	1	150	3885.43016387195	f0:200_comp:18_n	end_marker	28
73.7600640917525	74.7600640917525	4CH002I_1meter_21Oct.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degrad_playback_oct21/4CH002I_1meter_21Oct.wav	73.7600640917525	29	Spectrogram 1	1	150	3885.43016387195	f0:200_comp:18_p	end_marker	29
75.5600640917525	76.5600640917525	4CH002I_1meter_21Oct.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degrad_playback_oct21/4CH002I_1meter_21Oct.wav	75.5600640917525	30	Spectrogram 1	1	150	4063.99818978658	f0:200_comp:19_n	end_marker	30
77.3600640917525	78.3600640917525	4CH002I_1meter_21Oct.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degrad_playback_oct21/4CH002I_1meter_21Oct.wav	77.3600640917525	31	Spectrogram 1	1	150	4063.99818978658	f0:200_comp:19_p	end_marker	31
79.1600640917525	80.1600640917525	4CH002I_1meter_21Oct.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degrad_playback_oct21/4CH002I_1meter_21Oct.wav	79.1600640917525	32	Spectrogram 1	1	150	4331.85022865854	f0:200_comp:20_n	end_marker	32
80.9600640917525	81.9600640917525	4CH002I_1meter_21Oct.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degrad_playback_oct21/4CH002I_1meter_21Oct.wav	80.9600640917525	33	Spectrogram 1	1	150	4331.85022865854	f0:200_comp:20_p	end_marker	33
82.7600640917525	83.7600640917525	4CH002I_1meter_21Oct.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degrad_playback_oct21/4CH002I_1meter_21Oct.wav	82.7600640917525	34	Spectrogram 1	1	150	4510.41825457317	f0:200_comp:21_n	end_marker	34
84.5600640917525	85.5600640917525	4CH002I_1meter_21Oct.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degrad_playback_oct21/4CH002I_1meter_21Oct.wav	84.5600640917525	35	Spectrogram 1	1	150	4510.41825457317	f0:200_comp:21_p	end_marker	35
86.3600640917525	87.3600640917525	4CH002I_1meter_21Oct.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degrad_playback_oct21/4CH002I_1meter_21Oct.wav	86.3600640917525	36	Spectrogram 1	1	150	4688.9862804878	f0:200_comp:22_n	end_marker	36
88.1600640917525	89.1600640917525	4CH002I_1meter_21Oct.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degrad_playback_oct21/4CH002I_1meter_21Oct.wav	88.1600640917525	37	Spectrogram 1	1	150	4688.9862804878	f0:200_comp:22_p	end_marker	37
89.9600640917525	90.9600640917525	4CH002I_1meter_21Oct.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degrad_playback_oct21/4CH002I_1meter_21Oct.wav	89.9600640917525	38	Spectrogram 1	1	150	4956.83831935976	f0:200_comp:23_n	end_marker	38
91.7600640917525	92.7600640917525	4CH002I_1meter_21Oct.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degrad_playback_oct21/4CH002I_1meter_21Oct.wav	91.7600640917525	39	Spectrogram 1	1	150	4956.83831935976	f0:200_comp:23_p	end_marker	39
93.5600640917525	94.5600640917525	4CH002I_1meter_21Oct.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degrad_playback_oct21/4CH002I_1meter_21Oct.wav	93.5600640917525	40	Spectrogram 1	1	150	5135.40634527439	f0:200_comp:24_n	end_marker	40
95.3600640917525	96.3600640917525	4CH002I_1meter_21Oct.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degrad_playback_oct21/4CH002I_1meter_21Oct.wav	95.3600640917525	41	Spectrogram 1	1	150	5135.40634527439	f0:200_comp:24_p	end_marker	41
97.1600640917525	98.1600640917525	4CH002I_1meter_21Oct.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degrad_playback_oct21/4CH002I_1meter_21Oct.wav	97.1600640917525	42	Spectrogram 1	1	150	5313.97437118902	f0:200_comp:25_n	end_marker	42
98.9600640917525	99.9600640917525	4CH002I_1meter_21Oct.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degrad_playback_oct21/4CH002I_1meter_21Oct.wav	98.9600640917525	43	Spectrogram 1	1	150	5313.97437118902	f0:200_comp:25_p	end_marker	43
100.760064091752	101.760064091752	4CH002I_1meter_21Oct.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degrad_playback_oct21/4CH002I_1meter_21Oct.wav	100.760064091752	44	Spectrogram 1	1	250	1742.61385289634	f0:300_comp:5_n	end_marker	44
102.560064091752	103.560064091752	4CH002I_1meter_21Oct.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degrad_playback_oct21/4CH002I_1meter_21Oct.wav	102.560064091752	45	Spectrogram 1	1	250	1742.61385289634	f0:300_comp:5_p	end_marker	45
