Begin Time (s)	End Time (s)	Begin File	Begin Path	File Offset (s)	Selection	View	Channel	Low Freq (Hz)	High Freq (Hz)	sound.id	template	old.selec
132.898252311177	133.898252311177	4CH001I_inside_23July2023.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degradation_experiment/4CH001I_inside_23July2023.wav	132.898252311177	43	Spectrogram 1	1	150	5313.97437118902	f0:200_comp:25_p	end_marker	43
134.698252311177	135.698252311177	4CH001I_inside_23July2023.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degradation_experiment/4CH001I_inside_23July2023.wav	134.698252311177	44	Spectrogram 1	1	250	1742.61385289634	f0:300_comp:5_n	end_marker	44
136.498252311177	137.498252311177	4CH001I_inside_23July2023.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degradation_experiment/4CH001I_inside_23July2023.wav	136.498252311177	45	Spectrogram 1	1	250	1742.61385289634	f0:300_comp:5_p	end_marker	45
138.298252311177	139.298252311177	4CH001I_inside_23July2023.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degradation_experiment/4CH001I_inside_23July2023.wav	138.298252311177	46	Spectrogram 1	1	250	2010.46589176829	f0:300_comp:6_n	end_marker	46
140.098252311177	141.098252311177	4CH001I_inside_23July2023.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degradation_experiment/4CH001I_inside_23July2023.wav	140.098252311177	47	Spectrogram 1	1	250	2010.46589176829	f0:300_comp:6_p	end_marker	47
141.898252311177	142.898252311177	4CH001I_inside_23July2023.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degradation_experiment/4CH001I_inside_23July2023.wav	141.898252311177	48	Spectrogram 1	1	250	2367.60194359756	f0:300_comp:7_n	end_marker	48
143.698252311177	144.698252311177	4CH001I_inside_23July2023.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degradation_experiment/4CH001I_inside_23July2023.wav	143.698252311177	49	Spectrogram 1	1	250	2367.60194359756	f0:300_comp:7_p	end_marker	49
145.498252311177	146.498252311177	4CH001I_inside_23July2023.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degradation_experiment/4CH001I_inside_23July2023.wav	145.498252311177	50	Spectrogram 1	1	250	2635.45398246951	f0:300_comp:8_n	end_marker	50
147.298252311177	148.298252311177	4CH001I_inside_23July2023.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degradation_experiment/4CH001I_inside_23July2023.wav	147.298252311177	51	Spectrogram 1	1	250	2635.45398246951	f0:300_comp:8_p	end_marker	51
149.098252311177	150.098252311177	4CH001I_inside_23July2023.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degradation_experiment/4CH001I_inside_23July2023.wav	149.098252311177	52	Spectrogram 1	1	250	2992.59003429878	f0:300_comp:9_n	end_marker	52
150.898252311177	151.898252311177	4CH001I_inside_23July2023.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degradation_experiment/4CH001I_inside_23July2023.wav	150.898252311177	53	Spectrogram 1	1	250	2992.59003429878	f0:300_comp:9_p	end_marker	53
152.698252311177	153.698252311177	4CH001I_inside_23July2023.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degradation_experiment/4CH001I_inside_23July2023.wav	152.698252311177	54	Spectrogram 1	1	250	3260.44207317073	f0:300_comp:10_n	end_marker	54
154.498252311177	155.498252311177	4CH001I_inside_23July2023.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degradation_experiment/4CH001I_inside_23July2023.wav	154.498252311177	55	Spectrogram 1	1	250	3260.44207317073	f0:300_comp:10_p	end_marker	55
156.298252311177	157.298252311177	4CH001I_inside_23July2023.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degradation_experiment/4CH001I_inside_23July2023.wav	156.298252311177	56	Spectrogram 1	1	250	3617.578125	f0:300_comp:11_n	end_marker	56
158.098252311177	159.098252311177	4CH001I_inside_23July2023.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degradation_experiment/4CH001I_inside_23July2023.wav	158.098252311177	57	Spectrogram 1	1	250	3617.578125	f0:300_comp:11_p	end_marker	57
159.898252311177	160.898252311177	4CH001I_inside_23July2023.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degradation_experiment/4CH001I_inside_23July2023.wav	159.898252311177	58	Spectrogram 1	1	250	3885.43016387195	f0:300_comp:12_n	end_marker	58
161.698252311177	162.698252311177	4CH001I_inside_23July2023.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degradation_experiment/4CH001I_inside_23July2023.wav	161.698252311177	59	Spectrogram 1	1	250	3885.43016387195	f0:300_comp:12_p	end_marker	59
163.498252311177	164.498252311177	4CH001I_inside_23July2023.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degradation_experiment/4CH001I_inside_23July2023.wav	163.498252311177	60	Spectrogram 1	1	250	4153.2822027439	f0:300_comp:13_n	end_marker	60
165.298252311177	166.298252311177	4CH001I_inside_23July2023.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degradation_experiment/4CH001I_inside_23July2023.wav	165.298252311177	61	Spectrogram 1	1	250	4153.2822027439	f0:300_comp:13_p	end_marker	61
167.098252311177	168.098252311177	4CH001I_inside_23July2023.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degradation_experiment/4CH001I_inside_23July2023.wav	167.098252311177	62	Spectrogram 1	1	250	4510.41825457317	f0:300_comp:14_n	end_marker	62
168.898252311177	169.898252311177	4CH001I_inside_23July2023.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degradation_experiment/4CH001I_inside_23July2023.wav	168.898252311177	63	Spectrogram 1	1	250	4510.41825457317	f0:300_comp:14_p	end_marker	63
170.698252311177	171.698252311177	4CH001I_inside_23July2023.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degradation_experiment/4CH001I_inside_23July2023.wav	170.698252311177	64	Spectrogram 1	1	250	4778.27029344512	f0:300_comp:15_n	end_marker	64
172.498252311177	173.498252311177	4CH001I_inside_23July2023.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degradation_experiment/4CH001I_inside_23July2023.wav	172.498252311177	65	Spectrogram 1	1	250	4778.27029344512	f0:300_comp:15_p	end_marker	65
174.298252311177	175.298252311177	4CH001I_inside_23July2023.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degradation_experiment/4CH001I_inside_23July2023.wav	174.298252311177	66	Spectrogram 1	1	250	5135.40634527439	f0:300_comp:16_n	end_marker	66
176.098252311177	177.098252311177	4CH001I_inside_23July2023.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degradation_experiment/4CH001I_inside_23July2023.wav	176.098252311177	67	Spectrogram 1	1	250	5135.40634527439	f0:300_comp:16_p	end_marker	67
177.898252311177	178.898252311177	4CH001I_inside_23July2023.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degradation_experiment/4CH001I_inside_23July2023.wav	177.898252311177	68	Spectrogram 1	1	250	5403.25838414634	f0:300_comp:17_n	end_marker	68
179.698252311177	180.698252311177	4CH001I_inside_23July2023.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degradation_experiment/4CH001I_inside_23July2023.wav	179.698252311177	69	Spectrogram 1	1	250	5403.25838414634	f0:300_comp:17_p	end_marker	69
181.498252311177	182.498252311177	4CH001I_inside_23July2023.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degradation_experiment/4CH001I_inside_23July2023.wav	181.498252311177	70	Spectrogram 1	1	250	5760.39443597561	f0:300_comp:18_n	end_marker	70
183.298252311177	184.298252311177	4CH001I_inside_23July2023.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degradation_experiment/4CH001I_inside_23July2023.wav	183.298252311177	71	Spectrogram 1	1	250	5760.39443597561	f0:300_comp:18_p	end_marker	71
185.098252311177	186.098252311177	4CH001I_inside_23July2023.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degradation_experiment/4CH001I_inside_23July2023.wav	185.098252311177	72	Spectrogram 1	1	250	6028.24647484756	f0:300_comp:19_n	end_marker	72
186.898252311177	187.898252311177	4CH001I_inside_23July2023.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degradation_experiment/4CH001I_inside_23July2023.wav	186.898252311177	73	Spectrogram 1	1	250	6028.24647484756	f0:300_comp:19_p	end_marker	73
188.698252311177	189.698252311177	4CH001I_inside_23July2023.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degradation_experiment/4CH001I_inside_23July2023.wav	188.698252311177	74	Spectrogram 1	1	250	6385.38252667683	f0:300_comp:20_n	end_marker	74
190.498252311177	191.498252311177	4CH001I_inside_23July2023.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degradation_experiment/4CH001I_inside_23July2023.wav	190.498252311177	75	Spectrogram 1	1	250	6385.38252667683	f0:300_comp:20_p	end_marker	75
192.298252311177	193.298252311177	4CH001I_inside_23July2023.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degradation_experiment/4CH001I_inside_23July2023.wav	192.298252311177	76	Spectrogram 1	1	250	6653.23456554878	f0:300_comp:21_n	end_marker	76
194.098252311177	195.098252311177	4CH001I_inside_23July2023.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degradation_experiment/4CH001I_inside_23July2023.wav	194.098252311177	77	Spectrogram 1	1	250	6653.23456554878	f0:300_comp:21_p	end_marker	77
195.898252311177	196.898252311177	4CH001I_inside_23July2023.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degradation_experiment/4CH001I_inside_23July2023.wav	195.898252311177	78	Spectrogram 1	1	250	7010.37061737805	f0:300_comp:22_n	end_marker	78
197.698252311177	198.698252311177	4CH001I_inside_23July2023.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degradation_experiment/4CH001I_inside_23July2023.wav	197.698252311177	79	Spectrogram 1	1	250	7010.37061737805	f0:300_comp:22_p	end_marker	79
199.498252311177	200.498252311177	4CH001I_inside_23July2023.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degradation_experiment/4CH001I_inside_23July2023.wav	199.498252311177	80	Spectrogram 1	1	250	7278.22265625	f0:300_comp:23_n	end_marker	80
201.298252311177	202.298252311177	4CH001I_inside_23July2023.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degradation_experiment/4CH001I_inside_23July2023.wav	201.298252311177	81	Spectrogram 1	1	250	7278.22265625	f0:300_comp:23_p	end_marker	81
203.098252311177	204.098252311177	4CH001I_inside_23July2023.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degradation_experiment/4CH001I_inside_23July2023.wav	203.098252311177	82	Spectrogram 1	1	250	7635.35870807927	f0:300_comp:24_n	end_marker	82
204.898252311177	205.898252311177	4CH001I_inside_23July2023.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degradation_experiment/4CH001I_inside_23July2023.wav	204.898252311177	83	Spectrogram 1	1	250	7635.35870807927	f0:300_comp:24_p	end_marker	83
206.698252311177	207.698252311177	4CH001I_inside_23July2023.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degradation_experiment/4CH001I_inside_23July2023.wav	206.698252311177	84	Spectrogram 1	1	250	7903.21074695122	f0:300_comp:25_n	end_marker	84
208.498252311177	209.498252311177	4CH001I_inside_23July2023.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degradation_experiment/4CH001I_inside_23July2023.wav	208.498252311177	85	Spectrogram 1	1	250	7903.21074695122	f0:300_comp:25_p	end_marker	85
210.298252311177	211.298252311177	4CH001I_inside_23July2023.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degradation_experiment/4CH001I_inside_23July2023.wav	210.298252311177	86	Spectrogram 1	1	350	2189.03391768293	f0:400_comp:5_n	end_marker	86
212.098252311177	213.098252311177	4CH001I_inside_23July2023.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degradation_experiment/4CH001I_inside_23July2023.wav	212.098252311177	87	Spectrogram 1	1	350	2189.03391768293	f0:400_comp:5_p	end_marker	87
213.898252311177	214.898252311177	4CH001I_inside_23July2023.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degradation_experiment/4CH001I_inside_23July2023.wav	213.898252311177	88	Spectrogram 1	1	350	2635.45398246951	f0:400_comp:6_n	end_marker	88
215.698252311177	216.698252311177	4CH001I_inside_23July2023.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degradation_experiment/4CH001I_inside_23July2023.wav	215.698252311177	89	Spectrogram 1	1	350	2635.45398246951	f0:400_comp:6_p	end_marker	89
217.498252311177	218.498252311177	4CH001I_inside_23July2023.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degradation_experiment/4CH001I_inside_23July2023.wav	217.498252311177	90	Spectrogram 1	1	350	3081.8740472561	f0:400_comp:7_n	end_marker	90
219.298252311177	220.298252311177	4CH001I_inside_23July2023.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degradation_experiment/4CH001I_inside_23July2023.wav	219.298252311177	91	Spectrogram 1	1	350	3081.8740472561	f0:400_comp:7_p	end_marker	91
221.098252311177	222.098252311177	4CH001I_inside_23July2023.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degradation_experiment/4CH001I_inside_23July2023.wav	221.098252311177	92	Spectrogram 1	1	350	3439.01009908537	f0:400_comp:8_n	end_marker	92
222.898252311177	223.898252311177	4CH001I_inside_23July2023.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degradation_experiment/4CH001I_inside_23July2023.wav	222.898252311177	93	Spectrogram 1	1	350	3439.01009908537	f0:400_comp:8_p	end_marker	93
224.698252311177	225.698252311177	4CH001I_inside_23July2023.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degradation_experiment/4CH001I_inside_23July2023.wav	224.698252311177	94	Spectrogram 1	1	350	3885.43016387195	f0:400_comp:9_n	end_marker	94
226.498252311177	227.498252311177	4CH001I_inside_23July2023.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degradation_experiment/4CH001I_inside_23July2023.wav	226.498252311177	95	Spectrogram 1	1	350	3885.43016387195	f0:400_comp:9_p	end_marker	95
228.298252311177	229.298252311177	4CH001I_inside_23July2023.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degradation_experiment/4CH001I_inside_23July2023.wav	228.298252311177	96	Spectrogram 1	1	350	4331.85022865854	f0:400_comp:10_n	end_marker	96
230.098252311177	231.098252311177	4CH001I_inside_23July2023.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/raw/degradation_experiment/4CH001I_inside_23July2023.wav	230.098252311177	97	Spectrogram 1	1	350	4331.85022865854	f0:400_comp:10_p	end_marker	97
