Selection	View	Channel	Begin Time (s)	End Time (s)	Begin File	Begin Path	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	Agg Entropy (bits)	Avg Entropy (bits)	Avg Power Density (dB FS/Hz)	BW 50% (Hz)	BW 90% (Hz)	Center Freq (Hz)	Center Time Rel.	Delta Freq (Hz)	Dur 50% (s)	Dur 90% (s)	Energy (dB FS)	Freq 25% (Hz)	Freq 5% (Hz)	Freq 75% (Hz)	Freq 95% (Hz)	Freq Contour  5% (Hz)	Freq Contour 25% (Hz)	Freq Contour 50% (Hz)	Freq Contour 75% (Hz)	Freq Contour 95% (Hz)	Inband Power (dB FS)	Max Entropy (bits)	Max Freq (Hz)	Min Entropy (bits)	Peak Freq (Hz)	Peak Freq Contour (Hz)	PFC Avg Slope (Hz/ms)	PFC Max Freq (Hz)	PFC Max Slope (Hz/ms)	PFC Min Freq (Hz)	PFC Min Slope (Hz/ms)	PFC Num Inf Pts	PFC Slope (Hz/ms)	Peak Power Density (dB FS/Hz)	Peak Time (s)	Peak Time Relative	Time 25% (s)	Time 25% Rel.	Time 5% (s)	Time 5% Rel.	Time 75% (s)	Time 75% Rel.	Time 95% (s)	Time 95% Rel.	orig.sound.file	f0	label
2	Spectrogram 1	1	2.800000000	3.800000000	schroeder_master.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/processed/schroeder_master.wav	2.8000	150.000	1206.910	3.414	3.379	-22.31	516.797	861.328	602.930	0.4971	1056.910	0.4934	0.8882	35.268	344.531	172.266	861.328	1033.594	172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266	344.531;344.531;344.531;344.531;430.664;430.664;344.531;344.531;344.531;344.531;430.664;430.664;344.531;344.531;344.531;344.531;344.531;430.664;344.531;344.531;344.531;344.531;344.531;430.664;430.664;344.531;344.531;344.531;344.531;430.664;430.664;344.531;344.531;344.531;344.531;430.664;430.664;344.531;344.531;344.531;344.531;430.664;430.664;344.531;344.531;344.531;344.531;344.531;430.664;430.664;344.531;344.531;344.531;344.531;430.664;430.664;344.531;344.531;344.531;344.531;430.664;430.664;344.531;344.531;344.531;344.531;430.664;430.664;344.531;344.531;344.531;344.531;430.664;430.664;344.531;344.531;344.531;344.531;344.531;430.664;430.664;344.531;344.531;344.531;344.531;430.664;430.664;344.531;344.531;344.531;344.531;430.664;430.664;344.531;344.531;344.531;344.531;430.664;430.664;344.531;344.531;344.531;344.531;344.531;430.664;344.531;344.531;344.531;344.531;344.531;430.664;430.664;344.531;344.531;344.531;344.531;430.664;430.664;344.531;344.531;344.531;344.531;430.664;430.664;344.531;344.531;344.531;344.531;430.664;430.664;344.531;344.531;344.531;344.531;344.531;430.664;344.531;344.531;344.531;344.531;344.531;430.664;430.664;344.531;344.531;344.531;344.531;430.664;430.664;344.531;344.531;344.531;344.531;430.664;430.664;344.531;344.531;344.531;344.531;430.664;430.664;344.531;344.531;344.531;344.531;344.531;430.664;430.664;344.531;344.531;344.531	602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;775.195	861.328;861.328;775.195;775.195;861.328;861.328;861.328;861.328;775.195;775.195;861.328;861.328;861.328;861.328;775.195;775.195;861.328;861.328;861.328;861.328;861.328;775.195;775.195;861.328;861.328;861.328;861.328;775.195;775.195;861.328;861.328;861.328;861.328;775.195;775.195;861.328;861.328;861.328;861.328;775.195;775.195;861.328;861.328;861.328;861.328;775.195;775.195;861.328;861.328;861.328;861.328;861.328;775.195;775.195;861.328;861.328;861.328;861.328;775.195;775.195;861.328;861.328;861.328;861.328;775.195;775.195;861.328;861.328;861.328;861.328;775.195;775.195;861.328;861.328;861.328;861.328;861.328;775.195;861.328;861.328;861.328;861.328;861.328;775.195;775.195;861.328;861.328;861.328;861.328;775.195;775.195;861.328;861.328;861.328;861.328;775.195;775.195;861.328;861.328;861.328;861.328;775.195;775.195;861.328;861.328;861.328;861.328;861.328;775.195;775.195;861.328;861.328;861.328;861.328;775.195;775.195;861.328;861.328;861.328;861.328;775.195;775.195;861.328;861.328;861.328;861.328;775.195;775.195;861.328;861.328;861.328;861.328;775.195;775.195;861.328;861.328;861.328;861.328;861.328;775.195;775.195;861.328;861.328;861.328;861.328;775.195;775.195;861.328;861.328;861.328;861.328;775.195;775.195;861.328;861.328;861.328;861.328;775.195;775.195;861.328;861.328;861.328;861.328;861.328;775.195;861.328;861.328;861.328;861.328;861.328;947.461	1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594	-11.17	3.451	602.930	3.300	602.930	602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;861.328	0.26184	861.328	44.51317	602.930	0.00000	0.000	0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;44.51317	-19.43	3.4249	0.6257	3.0534	0.2515	2.8560	0.0526	3.5468	0.7485	3.7442	0.9474	001_f0-200_ncomp-5_neg.wav_1	200	5_n
3	Spectrogram 1	1	4.600000000	5.600000000	schroeder_master.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/processed/schroeder_master.wav	4.6000	150.000	1206.910	3.414	3.379	-22.31	516.797	861.328	602.930	0.5029	1056.910	0.4934	0.8882	35.268	344.531	172.266	861.328	1033.594	172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266;172.266	344.531;344.531;344.531;344.531;430.664;430.664;344.531;344.531;344.531;344.531;430.664;430.664;344.531;344.531;344.531;344.531;430.664;430.664;344.531;344.531;344.531;344.531;430.664;430.664;344.531;344.531;344.531;344.531;430.664;430.664;344.531;344.531;344.531;344.531;344.531;430.664;430.664;344.531;344.531;344.531;344.531;430.664;430.664;344.531;344.531;344.531;344.531;430.664;430.664;344.531;344.531;344.531;344.531;430.664;430.664;344.531;344.531;344.531;344.531;344.531;430.664;344.531;344.531;344.531;344.531;344.531;430.664;430.664;344.531;344.531;344.531;344.531;430.664;430.664;344.531;344.531;344.531;344.531;430.664;430.664;344.531;344.531;344.531;344.531;430.664;430.664;344.531;344.531;344.531;344.531;344.531;430.664;344.531;344.531;344.531;344.531;344.531;430.664;430.664;344.531;344.531;344.531;344.531;430.664;430.664;344.531;344.531;344.531;344.531;430.664;430.664;344.531;344.531;344.531;344.531;430.664;430.664;344.531;344.531;344.531;344.531;344.531;430.664;430.664;344.531;344.531;344.531;344.531;430.664;430.664;344.531;344.531;344.531;344.531;430.664;430.664;344.531;344.531;344.531;344.531;430.664;430.664;344.531;344.531;344.531;344.531;430.664;430.664;344.531;344.531;344.531;344.531;344.531;430.664;430.664;344.531;344.531;344.531;344.531;430.664;430.664;344.531;344.531;344.531;344.531;430.664;430.664;344.531;344.531;344.531;344.531;344.531	689.062;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;516.797	947.461;861.328;861.328;861.328;861.328;861.328;775.195;775.195;861.328;861.328;861.328;861.328;775.195;775.195;861.328;861.328;861.328;861.328;775.195;775.195;861.328;861.328;861.328;861.328;775.195;775.195;861.328;861.328;861.328;861.328;861.328;775.195;775.195;861.328;861.328;861.328;861.328;775.195;775.195;861.328;861.328;861.328;861.328;775.195;775.195;861.328;861.328;861.328;861.328;775.195;775.195;861.328;861.328;861.328;861.328;775.195;775.195;861.328;861.328;861.328;861.328;861.328;775.195;775.195;861.328;861.328;861.328;861.328;775.195;775.195;861.328;861.328;861.328;861.328;775.195;775.195;861.328;861.328;861.328;861.328;775.195;775.195;861.328;861.328;861.328;861.328;775.195;775.195;861.328;861.328;861.328;861.328;861.328;775.195;775.195;861.328;861.328;861.328;861.328;775.195;775.195;861.328;861.328;861.328;861.328;775.195;775.195;861.328;861.328;861.328;861.328;775.195;775.195;861.328;861.328;861.328;861.328;861.328;775.195;861.328;861.328;861.328;861.328;861.328;775.195;775.195;861.328;861.328;861.328;861.328;775.195;775.195;861.328;861.328;861.328;861.328;775.195;775.195;861.328;861.328;861.328;861.328;775.195;775.195;861.328;861.328;861.328;861.328;861.328;775.195;775.195;861.328;861.328;861.328;861.328;775.195;775.195;861.328;861.328;861.328;861.328;775.195;775.195;861.328;861.328;861.328;861.328;775.195;775.195;861.328;861.328;861.328	1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594;1033.594	-11.17	3.451	602.930	3.300	602.930	861.328;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;602.930;344.531	-0.52062	861.328	0.00000	344.531	-44.51317	0.000	-44.51317;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;0.00000;-44.51317	-19.43	5.1200	0.5205	4.8530	0.2515	4.6556	0.0526	5.3464	0.7485	5.5438	0.9474	002_f0-200_ncomp-5_pos.wav_1	200	5_p
