Begin Time (s)	End Time (s)	Begin File	Begin Path	File Offset (s)	Selection	View	Channel	Low Freq (Hz)	High Freq (Hz)	orig.sound.file	f0	label
497.8	498.8	random_start_schroeder_master.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/processed/random_start_schroeder_master.wav	497.8	277	Spectrogram 1	1	750	13528.1035632622	276_f0-800_ncomp-16_pos.wav_1	f0 800	16_p
499.6	500.6	random_start_schroeder_master.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/processed/random_start_schroeder_master.wav	499.6	278	Spectrogram 1	1	750	14242.3756669207	277_f0-800_ncomp-17_neg.wav_1	f0 800	17_n
501.4	502.4	random_start_schroeder_master.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/processed/random_start_schroeder_master.wav	501.4	279	Spectrogram 1	1	750	14242.3756669207	278_f0-800_ncomp-17_pos.wav_1	f0 800	17_p
503.2	504.2	random_start_schroeder_master.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/processed/random_start_schroeder_master.wav	503.2	280	Spectrogram 1	1	750	15135.2157964939	279_f0-800_ncomp-18_neg.wav_1	f0 800	18_n
505	506	random_start_schroeder_master.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/processed/random_start_schroeder_master.wav	505	281	Spectrogram 1	1	750	15135.2157964939	280_f0-800_ncomp-18_pos.wav_1	f0 800	18_p
506.8	507.8	random_start_schroeder_master.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/processed/random_start_schroeder_master.wav	506.8	282	Spectrogram 1	1	750	15938.7719131098	281_f0-800_ncomp-19_neg.wav_1	f0 800	19_n
508.6	509.6	random_start_schroeder_master.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/processed/random_start_schroeder_master.wav	508.6	283	Spectrogram 1	1	750	15938.7719131098	282_f0-800_ncomp-19_pos.wav_1	f0 800	19_p
510.4	511.4	random_start_schroeder_master.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/processed/random_start_schroeder_master.wav	510.4	284	Spectrogram 1	1	750	16742.3280297256	283_f0-800_ncomp-20_neg.wav_1	f0 800	20_n
512.2	513.2	random_start_schroeder_master.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/processed/random_start_schroeder_master.wav	512.2	285	Spectrogram 1	1	750	16742.3280297256	284_f0-800_ncomp-20_pos.wav_1	f0 800	20_p
514	515	random_start_schroeder_master.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/processed/random_start_schroeder_master.wav	514	286	Spectrogram 1	1	750	17545.8841463415	285_f0-800_ncomp-21_neg.wav_1	f0 800	21_n
515.8	516.8	random_start_schroeder_master.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/processed/random_start_schroeder_master.wav	515.8	287	Spectrogram 1	1	750	17545.8841463415	286_f0-800_ncomp-21_pos.wav_1	f0 800	21_p
517.6	518.6	random_start_schroeder_master.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/processed/random_start_schroeder_master.wav	517.6	288	Spectrogram 1	1	750	18438.7242759146	287_f0-800_ncomp-22_neg.wav_1	f0 800	22_n
519.4	520.4	random_start_schroeder_master.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/processed/random_start_schroeder_master.wav	519.4	289	Spectrogram 1	1	750	18438.7242759146	288_f0-800_ncomp-22_pos.wav_1	f0 800	22_p
521.2	522.2	random_start_schroeder_master.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/processed/random_start_schroeder_master.wav	521.2	290	Spectrogram 1	1	750	19331.5644054878	289_f0-800_ncomp-23_neg.wav_1	f0 800	23_n
523	524	random_start_schroeder_master.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/processed/random_start_schroeder_master.wav	523	291	Spectrogram 1	1	750	19331.5644054878	290_f0-800_ncomp-23_pos.wav_1	f0 800	23_p
524.8	525.8	random_start_schroeder_master.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/processed/random_start_schroeder_master.wav	524.8	292	Spectrogram 1	1	750	20045.8365091463	291_f0-800_ncomp-24_neg.wav_1	f0 800	24_n
526.6	527.6	random_start_schroeder_master.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/processed/random_start_schroeder_master.wav	526.6	293	Spectrogram 1	1	750	20045.8365091463	292_f0-800_ncomp-24_pos.wav_1	f0 800	24_p
528.4	529.4	random_start_schroeder_master.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/processed/random_start_schroeder_master.wav	528.4	294	Spectrogram 1	1	750	20938.6766387195	293_f0-800_ncomp-25_neg.wav_1	f0 800	25_n
530.2	531.2	random_start_schroeder_master.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/processed/random_start_schroeder_master.wav	530.2	295	Spectrogram 1	1	750	20938.6766387195	294_f0-800_ncomp-25_pos.wav_1	f0 800	25_p
532	533	random_start_schroeder_master.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/processed/random_start_schroeder_master.wav	532	296	Spectrogram 1	1	NA	1206.90977515244	f0-200_ncomp-5_neg.wav_1	f0 ncomp-5	5_n
533.8	534.8	random_start_schroeder_master.wav	/home/m/Dropbox/Projects/acoustic_fine_features_zebra_finch/data/processed/random_start_schroeder_master.wav	533.8	297	Spectrogram 1	1	1172.32545392787	2648.15842700099	end_marker		marker
